key,0,1,2,3
#,Icon,JournalCategory,,Name
int32,Image,JournalCategory,bit&01,str
0,,"Sephiroth Missions",False,""
1,"ui/icon/061000/061412.tex","Seventh Umbral Era Main Scenario Quests",True,"Seventh Umbral Era"
2,"ui/icon/061000/061412.tex","Seventh Astral Era Main Scenario Quests",True,"Seventh Astral Era"
3,"ui/icon/061000/061412.tex","Heavensward Main Scenario Quests",True,"Heavensward"
4,"ui/icon/061000/061412.tex","Dragonsong Main Scenario Quests",True,"Dragonsong War"
5,"ui/icon/061000/061412.tex","Post-Dragonsong Main Scenario Quests",True,"Post-Dragonsong War"
6,"ui/icon/061000/061412.tex","Stormblood Main Scenario Quests",True,"Stormblood"
7,"ui/icon/061000/061412.tex","Post-Stormblood Main Scenario Quests",True,"Post-Ala Mhigan Liberation"
8,"ui/icon/061000/061412.tex","Shadowbringers Main Scenario Quests",True,"Shadowbringers"
9,"ui/icon/061000/061412.tex","Post-Shadowbringers Main Scenario Quests",True,"The Voyage Home"
10,"ui/icon/061000/061412.tex","Post-Shadowbringers Main Scenario Quests II",True,"Dark Reprise"
11,"ui/icon/061000/061412.tex","Endwalker Main Scenario Quests",True,"Endwalker"
12,"ui/icon/061000/061412.tex","Post-Endwalker Main Scenario Quests",True,"Newfound Adventure"
13,"ui/icon/061000/061411.tex","Chronicles of a New Era - Primals",True,"Primal Quests"
14,"ui/icon/061000/061411.tex","Chronicles of a New Era - Bahamut",True,"Bahamut Quests"
15,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Crystal Tower",True,"Crystal Tower Quests"
16,"ui/icon/061000/061411.tex","Chronicles of a New Era - Alexander",True,"Alexander Quests"
17,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Warring Triad",True,"Heavensward Primal Quests"
18,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Shadow of Mhach",True,"Shadow of Mhach Quests"
19,"ui/icon/061000/061411.tex","Chronicles of a New Era - Omega",True,"Omega Quests"
20,"ui/icon/061000/061411.tex","Chronicles of a New Era - Omega",True,"Omega: Beyond the Rift"
21,"ui/icon/061000/061411.tex","Chronicles of a New Era - Return to Ivalice",True,"Return to Ivalice"
22,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Four Lords",True,"The Four Lords"
23,"ui/icon/061000/061411.tex","Chronicles of a New Era - Eden",True,"Eden"
24,"ui/icon/061000/061411.tex","YoRHa: Dark Apocalypse",True,"YoRHa: Dark Apocalypse"
25,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Sorrow of Werlyt",True,"Garlemald's Machinations"
26,"ui/icon/061000/061411.tex","Chronicles of a New Era - Pandæmonium",True,"Pandæmonium"
27,"ui/icon/061000/061411.tex","Chronicles of a New Era - Myths of the Realm",True,"Myths of the Realm"
28,,"Sephiroth Missions",False,""
29,,"Sephiroth Missions",False,""
30,"ui/icon/061000/061411.tex","Omicron Quests",True,"Main Quests"
31,"ui/icon/061000/061411.tex","Omicron Quests",True,"Daily Quests"
32,"ui/icon/061000/061411.tex","Arkasodara Quests",True,"Main Quests"
33,"ui/icon/061000/061411.tex","Arkasodara Quests",True,"Daily Quests"
34,"ui/icon/061000/061411.tex","Amalj'aa Quests",True,"Main Quests"
35,"ui/icon/061000/061411.tex","Amalj'aa Quests",True,"Daily Quests"
36,"ui/icon/061000/061411.tex","Sylph Quests",True,"Main Quests"
37,"ui/icon/061000/061411.tex","Sylph Quests",True,"Daily Quests"
38,"ui/icon/061000/061411.tex","Kobold Quests",True,"Main Quests"
39,"ui/icon/061000/061411.tex","Kobold Quests",True,"Daily Quests"
40,"ui/icon/061000/061411.tex","Sahagin Quests",True,"Main Quests"
41,"ui/icon/061000/061411.tex","Sahagin Quests",True,"Daily Quests"
42,"ui/icon/061000/061411.tex","Ixal Quests",True,"Main Quests"
43,"ui/icon/061000/061411.tex","Ixal Quests",True,"Daily Quests"
44,"ui/icon/061000/061411.tex","Vanu Vanu Quests",True,"Main Quests"
45,"ui/icon/061000/061411.tex","Vanu Vanu Quests",True,"Daily Quests"
46,"ui/icon/061000/061411.tex","Vath Quests",True,"Main Quests"
47,"ui/icon/061000/061411.tex","Vath Quests",True,"Daily Quests"
48,"ui/icon/061000/061411.tex","Moogle Quests",True,"Main Quests"
49,"ui/icon/061000/061411.tex","Moogle Quests",True,"Daily Quests"
50,"ui/icon/061000/061411.tex","Kojin Quests",True,"Main Quests"
51,"ui/icon/061000/061411.tex","Kojin Quests",True,"Daily Quests"
52,"ui/icon/061000/061411.tex","Ananta Quests",True,"Main Quests"
53,"ui/icon/061000/061411.tex","Ananta Quests",True,"Daily Quests"
54,"ui/icon/061000/061411.tex","Namazu Quests",True,"Main Quests"
55,"ui/icon/061000/061411.tex","Namazu Quests",True,"Daily Quests"
56,"ui/icon/061000/061411.tex","Pixie Quests",True,"Main Quests"
57,"ui/icon/061000/061411.tex","Pixie Quests",True,"Daily Quests"
58,"ui/icon/061000/061411.tex","Qitari Quests",True,"Main Quests"
59,"ui/icon/061000/061411.tex","Qitari Quests",True,"Daily Quests"
60,"ui/icon/061000/061411.tex","Dwarf Quests",True,"Main Quests"
61,"ui/icon/061000/061411.tex","Dwarf Quests",True,"Daily Quests"
62,"ui/icon/061000/061411.tex","Tribal Alliance Quests",True,"A Realm Reborn Tribal Quests"
63,"ui/icon/061000/061411.tex","Tribal Alliance Quests",True,"Heavensward Tribal Quests"
64,"ui/icon/061000/061411.tex","Tribal Alliance Quests",True,"Stormblood Tribal Quests"
65,"ui/icon/061000/061411.tex","Chronicles of Light",True,"Tales of the Dragonsong War"
66,"ui/icon/061000/061411.tex","Chronicles of Light",True,"Tales from the Shadows"
67,"ui/icon/061000/061411.tex","Chronicles of Light",True,"Tales of Newfound Adventure"
68,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Hildibrand Adventures"
69,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Further Hildibrand Adventures"
70,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Even Further Hildibrand Adventures"
71,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Somehow Further Hildibrand Adventures"
72,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Manderville Weapons"
73,"ui/icon/061000/061411.tex","Weapon Enhancement Sidequests",True,"Zodiac Weapons"
74,"ui/icon/061000/061411.tex","Weapon Enhancement Sidequests",True,"Anima Weapons"
75,"ui/icon/061000/061411.tex","Weapon Enhancement Sidequests",True,"The Forbidden Land, Eureka"
76,"ui/icon/061000/061411.tex","Weapon Enhancement Sidequests",True,"Resistance Weapons"
77,"ui/icon/061000/061411.tex","Side Story Quests",True,"Delivery Moogle Quests"
78,"ui/icon/061000/061411.tex","Side Story Quests",True,"Scholasticate Quests"
79,"ui/icon/061000/061411.tex","Side Story Quests",True,"Void Quests"
80,"ui/icon/061000/061411.tex","Side Story Quests",True,"Tataru's Grand Endeavor"
81,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Doman Adventurers' Guild Quests"
82,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Doman Reconstruction Quests"
83,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Ishgardian Restoration Main Quests"
84,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Ishgardian Restoration Sidequests"
85,,"Sephiroth Missions",False,""
86,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Palace of the Dead"
87,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Heaven-on-High"
88,,"Sephiroth Missions",False,""
89,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Island Sanctuary Quests"
90,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Variant Dungeons"
91,"ui/icon/061000/061411.tex","Lominsan Sidequests",True,"La Noscean Sidequests"
92,"ui/icon/061000/061411.tex","Gridanian Sidequests",True,"Gridanian Sidequests"
93,"ui/icon/061000/061411.tex","Ul'dahn Sidequests",True,"Ul'dahn Sidequests"
94,"ui/icon/061000/061411.tex","Coerthan Sidequests",True,"Coerthan Sidequests"
95,"ui/icon/061000/061411.tex","Mor Dhonan Sidequests",True,"Mor Dhonan Sidequests"
96,"ui/icon/061000/061411.tex","Ishgardian Sidequests",True,"Ishgardian Sidequests"
97,"ui/icon/061000/061411.tex","Abalathian Sidequests",True,"Abalathian Sidequests"
98,"ui/icon/061000/061411.tex","Dravanian Sidequests",True,"Dravanian Forelands Sidequests"
99,"ui/icon/061000/061411.tex","Dravanian Sidequests",True,"Dravanian Hinterlands Sidequests"
100,"ui/icon/061000/061411.tex","Dravanian Sidequests",True,"Churning Mists Sidequests"
101,"ui/icon/061000/061411.tex","Dravanian Sidequests",True,"Idyllshire Sidequests"
102,"ui/icon/061000/061411.tex","Azys Lla Sidequests",True,"Azys Lla Sidequests"
103,"ui/icon/061000/061411.tex","Gyr Abanian Sidequests",True,"Rhalgr's Reach Sidequests"
104,"ui/icon/061000/061411.tex","Gyr Abanian Sidequests",True,"Fringes Sidequests"
105,"ui/icon/061000/061411.tex","Gyr Abanian Sidequests",True,"Peaks Sidequests"
106,"ui/icon/061000/061411.tex","Gyr Abanian Sidequests",True,"Lochs Sidequests"
107,"ui/icon/061000/061411.tex","Hingan Sidequests",True,"Kugane Sidequests"
108,"ui/icon/061000/061411.tex","Othardian Sidequests",True,"Ruby Sea Sidequests"
109,"ui/icon/061000/061411.tex","Othardian Sidequests",True,"Yanxia Sidequests"
110,"ui/icon/061000/061411.tex","Othardian Sidequests",True,"Azim Steppe Sidequests"
111,"ui/icon/061000/061411.tex","Lakeland Sidequests",True,"Crystarium Sidequests"
112,"ui/icon/061000/061411.tex","Kholusian Sidequests",True,"Eulmore Sidequests"
113,"ui/icon/061000/061411.tex","Lakeland Sidequests",True,"Lakeland Sidequests"
114,"ui/icon/061000/061411.tex","Kholusian Sidequests",True,"Kholusia Sidequests"
115,"ui/icon/061000/061411.tex","Amh Araeng Sidequests",True,"Amh Araeng Sidequests"
116,"ui/icon/061000/061411.tex","Il Mheg Sidequests",True,"Il Mheg Sidequests"
117,"ui/icon/061000/061411.tex","Rak'tika Sidequests",True,"Rak'tika Sidequests"
