key,0,1,2,3
#,Icon,JournalCategory,,Name
int32,Image,JournalCategory,bit&01,str
0,,"Sephiroth Missions",False,""
1,"ui/icon/061000/061412.tex","Seventh Umbral Era Main Scenario Quests",True,"Seventh Umbral Era"
2,"ui/icon/061000/061412.tex","Seventh Astral Era Main Scenario Quests",True,"Seventh Astral Era"
3,"ui/icon/061000/061412.tex","Heavensward Main Scenario Quests",True,"Heavensward"
4,"ui/icon/061000/061412.tex","Dragonsong Main Scenario Quests",True,"Dragonsong War"
5,"ui/icon/061000/061412.tex","Post-Dragonsong Main Scenario Quests",True,"Post-Dragonsong War"
6,"ui/icon/061000/061412.tex","Stormblood Main Scenario Quests",True,"Stormblood"
7,"ui/icon/061000/061412.tex","Post-Stormblood Main Scenario Quests",True,"Post-Ala Mhigan Liberation"
8,"ui/icon/061000/061412.tex","Shadowbringers Main Scenario Quests",True,"Shadowbringers"
9,"ui/icon/061000/061412.tex","Post-Shadowbringers Main Scenario Quests",True,"The Voyage Home"
10,"ui/icon/061000/061412.tex","Post-Shadowbringers Main Scenario Quests II",True,"Dark Reprise"
11,"ui/icon/061000/061412.tex","Endwalker Main Scenario Quests",True,"Endwalker"
12,"ui/icon/061000/061412.tex","Post-Endwalker Main Scenario Quests",True,"Newfound Adventure"
13,"ui/icon/061000/061412.tex","Dawntrail Main Scenario Quests",True,"Dawntrail"
14,"ui/icon/061000/061412.tex","Post-Dawntrail Main Scenario Quests",True,"The New Dawn"
15,"ui/icon/061000/061411.tex","Chronicles of a New Era - Primals",True,"Primal Quests"
16,"ui/icon/061000/061411.tex","Chronicles of a New Era - Bahamut",True,"Bahamut Quests"
17,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Crystal Tower",True,"Crystal Tower Quests"
18,"ui/icon/061000/061411.tex","Chronicles of a New Era - Alexander",True,"Alexander Quests"
19,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Warring Triad",True,"Heavensward Primal Quests"
20,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Shadow of Mhach",True,"Shadow of Mhach Quests"
21,"ui/icon/061000/061411.tex","Chronicles of a New Era - Omega",True,"Omega Quests"
22,"ui/icon/061000/061411.tex","Chronicles of a New Era - Omega",True,"Omega: Beyond the Rift"
23,"ui/icon/061000/061411.tex","Chronicles of a New Era - Return to Ivalice",True,"Return to Ivalice"
24,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Four Lords",True,"The Four Lords"
25,"ui/icon/061000/061411.tex","Chronicles of a New Era - Eden",True,"Eden"
26,"ui/icon/061000/061411.tex","YoRHa: Dark Apocalypse",True,"YoRHa: Dark Apocalypse"
27,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Sorrow of Werlyt",True,"Garlemald's Machinations"
28,"ui/icon/061000/061411.tex","Chronicles of a New Era - Pandæmonium",True,"Pandæmonium"
29,"ui/icon/061000/061411.tex","Chronicles of a New Era - Pandæmonium",True,"Pandæmonium: Epilogue"
30,"ui/icon/061000/061411.tex","Chronicles of a New Era - Myths of the Realm",True,"Myths of the Realm"
31,"ui/icon/061000/061411.tex","Chronicles of a New Era - The Arcadion",True,"The Arcadion"
32,"ui/icon/061000/061411.tex","Chronicles of a New Era - Echoes of Vana'diel",True,"Echoes of Vana'diel"
33,"ui/icon/061000/061411.tex","Pelupelu Quests",True,"Main Quests"
34,"ui/icon/061000/061411.tex","Pelupelu Quests",True,"Daily Quests"
35,"ui/icon/061000/061411.tex","Amalj'aa Quests",True,"Main Quests"
36,"ui/icon/061000/061411.tex","Amalj'aa Quests",True,"Daily Quests"
37,"ui/icon/061000/061411.tex","Sylph Quests",True,"Main Quests"
38,"ui/icon/061000/061411.tex","Sylph Quests",True,"Daily Quests"
39,"ui/icon/061000/061411.tex","Kobold Quests",True,"Main Quests"
40,"ui/icon/061000/061411.tex","Kobold Quests",True,"Daily Quests"
41,"ui/icon/061000/061411.tex","Sahagin Quests",True,"Main Quests"
42,"ui/icon/061000/061411.tex","Sahagin Quests",True,"Daily Quests"
43,"ui/icon/061000/061411.tex","Ixal Quests",True,"Main Quests"
44,"ui/icon/061000/061411.tex","Ixal Quests",True,"Daily Quests"
45,"ui/icon/061000/061411.tex","Vanu Vanu Quests",True,"Main Quests"
46,"ui/icon/061000/061411.tex","Vanu Vanu Quests",True,"Daily Quests"
47,"ui/icon/061000/061411.tex","Vath Quests",True,"Main Quests"
48,"ui/icon/061000/061411.tex","Vath Quests",True,"Daily Quests"
49,"ui/icon/061000/061411.tex","Moogle Quests",True,"Main Quests"
50,"ui/icon/061000/061411.tex","Moogle Quests",True,"Daily Quests"
51,"ui/icon/061000/061411.tex","Kojin Quests",True,"Main Quests"
52,"ui/icon/061000/061411.tex","Kojin Quests",True,"Daily Quests"
53,"ui/icon/061000/061411.tex","Ananta Quests",True,"Main Quests"
54,"ui/icon/061000/061411.tex","Ananta Quests",True,"Daily Quests"
55,"ui/icon/061000/061411.tex","Namazu Quests",True,"Main Quests"
56,"ui/icon/061000/061411.tex","Namazu Quests",True,"Daily Quests"
57,"ui/icon/061000/061411.tex","Pixie Quests",True,"Main Quests"
58,"ui/icon/061000/061411.tex","Pixie Quests",True,"Daily Quests"
59,"ui/icon/061000/061411.tex","Qitari Quests",True,"Main Quests"
60,"ui/icon/061000/061411.tex","Qitari Quests",True,"Daily Quests"
61,"ui/icon/061000/061411.tex","Dwarf Quests",True,"Main Quests"
62,"ui/icon/061000/061411.tex","Dwarf Quests",True,"Daily Quests"
63,"ui/icon/061000/061411.tex","Arkasodara Quests",True,"Main Quests"
64,"ui/icon/061000/061411.tex","Arkasodara Quests",True,"Daily Quests"
65,"ui/icon/061000/061411.tex","Omicron Quests",True,"Main Quests"
66,"ui/icon/061000/061411.tex","Omicron Quests",True,"Daily Quests"
67,"ui/icon/061000/061411.tex","Loporrit Quests",True,"Main Quests"
68,"ui/icon/061000/061411.tex","Loporrit Quests",True,"Daily Quests"
69,"ui/icon/061000/061411.tex","Intersocietal Quests",True,"A Realm Reborn Allied Society Quests"
70,"ui/icon/061000/061411.tex","Intersocietal Quests",True,"Heavensward Allied Society Quests"
71,"ui/icon/061000/061411.tex","Intersocietal Quests",True,"Stormblood Allied Society Quests"
72,"ui/icon/061000/061411.tex","Intersocietal Quests",True,"Endwalker Allied Society Quests"
73,"ui/icon/061000/061411.tex","Chronicles of Light",True,"Tales of the Dragonsong War"
74,"ui/icon/061000/061411.tex","Chronicles of Light",True,"Tales from the Shadows"
75,"ui/icon/061000/061411.tex","Chronicles of Light",True,"Tales of Newfound Adventure"
76,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Hildibrand Adventures"
77,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Further Hildibrand Adventures"
78,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Even Further Hildibrand Adventures"
79,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Somehow Further Hildibrand Adventures"
80,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Manderville Weapons"
81,"ui/icon/061000/061411.tex","Hildibrand Sidequests",True,"Inconceivably Further Hildibrand Adventures"
82,"ui/icon/061000/061411.tex","Weapon Enhancement Sidequests",True,"Zodiac Weapons"
83,"ui/icon/061000/061411.tex","Weapon Enhancement Sidequests",True,"Anima Weapons"
84,"ui/icon/061000/061411.tex","Weapon Enhancement Sidequests",True,"The Forbidden Land, Eureka"
85,"ui/icon/061000/061411.tex","Weapon Enhancement Sidequests",True,"Resistance Weapons"
86,"ui/icon/061000/061411.tex","Side Story Quests",True,"Tales from the Calamity"
87,"ui/icon/061000/061411.tex","Side Story Quests",True,"Delivery Moogle Quests"
88,"ui/icon/061000/061411.tex","Side Story Quests",True,"Scholasticate Quests"
89,"ui/icon/061000/061411.tex","Side Story Quests",True,"Void Quests"
90,"ui/icon/061000/061411.tex","Side Story Quests",True,"Tataru's Grand Endeavor"
91,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Doman Adventurers' Guild Quests"
92,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Doman Reconstruction Quests"
93,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Ishgardian Restoration Main Quests"
94,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Ishgardian Restoration Sidequests"
95,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Splendorous Tools"
96,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Palace of the Dead"
97,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Heaven-on-High"
98,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Eureka Orthos"
99,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Island Sanctuary Quests"
100,"ui/icon/061000/061411.tex","Records of Unusual Endeavors",True,"Variant Dungeons"
101,"ui/icon/061000/061411.tex","Lominsan Sidequests",True,"La Noscean Sidequests"
102,"ui/icon/061000/061411.tex","Gridanian Sidequests",True,"Gridanian Sidequests"
103,"ui/icon/061000/061411.tex","Ul'dahn Sidequests",True,"Ul'dahn Sidequests"
104,"ui/icon/061000/061411.tex","Coerthan Sidequests",True,"Coerthan Sidequests"
105,"ui/icon/061000/061411.tex","Mor Dhonan Sidequests",True,"Mor Dhonan Sidequests"
106,"ui/icon/061000/061411.tex","Ishgardian Sidequests",True,"Ishgardian Sidequests"
107,"ui/icon/061000/061411.tex","Abalathian Sidequests",True,"Abalathian Sidequests"
108,"ui/icon/061000/061411.tex","Dravanian Sidequests",True,"Dravanian Forelands Sidequests"
109,"ui/icon/061000/061411.tex","Dravanian Sidequests",True,"Dravanian Hinterlands Sidequests"
110,"ui/icon/061000/061411.tex","Dravanian Sidequests",True,"Churning Mists Sidequests"
111,"ui/icon/061000/061411.tex","Dravanian Sidequests",True,"Idyllshire Sidequests"
112,"ui/icon/061000/061411.tex","Azys Lla Sidequests",True,"Azys Lla Sidequests"
113,"ui/icon/061000/061411.tex","Gyr Abanian Sidequests",True,"Rhalgr's Reach Sidequests"
114,"ui/icon/061000/061411.tex","Gyr Abanian Sidequests",True,"Fringes Sidequests"
